,Name,PubChem CID,Observed logFM,Predicted logFM,SMILES,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
10,Disopyramide,3114,-0.59,-0.43,CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C,12.738290816326531,-0.9260416666666673,12.738290816326531,0.35660903250188913,0.8020711980677476,339.4830000000002,310.25100000000003,339.231062548,134,0,0.2337163280303836,-0.3685549165356388,0.3685549165356388,0.2337163280303836,1.04,1.64,2.12,2.5021892987991485,620.555221777562,18.44938298937633,15.645092274112388,15.645092274112388,11.891588528501451,8.919543717304593,8.919543717304593,7.025906625619414,7.025906625619414,4.860954956686849,4.860954956686849,3.559344711909495,3.559344711909495,-2.1999999999999997,333329.6782175118,19.129072805592827,8.25562130177515,4.07432733929559,150.61881291773346,5.733667477162185,5.41499046939678,0.0,5.907179729351506,0.0,0.0,14.678425435869507,0.0,0.0,0.0,36.39820241076966,51.81195605030872,24.82528163582157,5.693927994848461,4.794537184071822,5.907179729351506,0.0,9.883888251797686,5.733667477162185,51.61444254938121,6.544756405912575,65.98515960585141,0.0,0.0,5.733667477162185,0.0,0.0,0.0,34.419506045357686,10.209527653468601,0.0,45.373149908233955,54.72778011930596,0.0,0.0,0.0,59.22,5.41499046939678,4.794537184071822,0.0,5.907179729351506,24.198431276070394,12.10820789760957,0.0,6.196843571613076,48.53093654769288,37.57883705056018,5.733667477162185,0.0,0.0,19.61401785714286,0.0,6.6570034958427815,-0.35660903250188913,16.21355300453515,2.317800925925926,9.470900415721845,0.0,0.42857142857142855,25,2,4,0,0,0,1,1,2,3,1,4,8,0,0,0,2,3.361900000000001,102.24840000000006,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
11,Piperacillin,4834,-0.57,-0.38,CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-],13.307147695127945,-1.37042919259829,13.307147695127945,0.025937165591989997,0.3387247955446623,516.5560000000003,490.3480000000003,516.15584275191,192,0,0.324987395165953,-0.5478320702941469,0.5478320702941469,0.324987395165953,1.1111111111111112,1.7777777777777777,2.388888888888889,1.508034016104657,1127.1091366489645,26.361078361706788,19.92509987647706,20.741596457404786,16.97327009534065,11.450053350002252,12.329706161257146,9.200001737538075,10.970886876910633,6.56066022739709,8.132190822244569,4.680187862597292,6.300992346969616,-3.61,71779220.35537256,25.481937967128644,9.4490900004599,4.271776707247516,210.88362735930167,30.33446124862614,17.45755447126466,0.0,11.814359458703011,0.0,17.845473971041084,24.07805846713776,4.794537184071822,0.0,11.761884949391115,30.33183534230805,26.334663090768867,24.381291670955285,12.011146117099809,33.87375049927164,47.391023667087055,0.0,25.333306400564094,0.0,49.017629352702045,19.634269217737724,35.89528683400505,0.0,0.0,15.740104602853368,4.794537184071822,0.0,11.761884949391115,92.16771405246733,23.97268592035911,0.0,32.37650391991683,30.33183534230805,0.0,0.0,0.0,159.26,63.87555647132612,33.87375049927164,0.0,13.08951281182515,12.10820789760957,4.899909730850478,21.561704411092073,51.103046941379915,0.0,10.633577208012662,0.0,-0.8202200229490995,1.242009679525046,78.56911865998264,16.14505563219934,0.393486670131016,-4.437365888811092,3.9154248904218365,0.0,5.575823712833661,0.0,0.4782608695652174,36,2,12,0,3,3,1,0,1,8,2,13,6,0,3,3,4,-1.5749999999999957,124.71140000000004,1,0,0,0,0,0,0,0,1,1,6,6,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
12,Heptachlor epoxide,13930,-0.48,-0.73,C12C(C(C3C1O3)Cl)C4(C(=C(C2(C4(Cl)Cl)Cl)Cl)Cl)Cl,6.650023148148147,-1.503302469135802,6.650023148148147,0.06075617283950607,0.44054976114239786,389.31999999999994,384.28,385.81600854000004,100,0,0.16649739582499357,-0.36756943393947217,0.36756943393947217,0.16649739582499357,0.8333333333333334,1.3333333333333333,1.8888888888888888,2.010494835389877,476.45466329235546,13.248558665513928,8.44075094747658,13.732253569605767,8.203247926875854,5.317532765910998,8.021755384438348,5.187197397977174,8.966801218612062,4.623316518153296,9.43563048319371,3.7998447110925864,7.485288680800198,1.73,18845.419477601765,13.396883124047113,3.381103607922141,1.0206134495248096,138.54721122877638,4.736862953800049,15.852310970630521,4.33335411348544,0.0,0.0,0.0,0.0,0.0,0.0,34.802819670697545,46.40375956093006,0.0,11.835812092322787,21.545626960181224,4.736862953800049,81.2065792316276,0.0,0.0,11.835812092322787,31.66671934006999,0.0,10.064572704227194,0.0,0.0,0.0,0.0,0.0,81.2065792316276,31.66671934006999,4.736862953800049,11.835812092322787,0.0,10.064572704227194,0.0,0.0,0.0,12.53,14.081698696367658,0.0,0.0,39.4854054402523,0.0,0.0,0.0,0.0,0.0,0.0,85.94344218542766,3.99880149281935,45.00536517384731,-2.477592592592592,0.11078703703703852,0.0,-0.4571759259259265,0.0,-0.15240740740740755,0.0,0.0,0.8,18,0,1,3,1,4,0,0,0,1,0,8,0,2,1,3,4,4.452700000000001,75.61900000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,7,0,0,1,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Etidocaine,37497,-0.47,-0.26,CCCN(CC)C(CC)C(=O)NC1=C(C=CC=C1C)C,12.570516817838246,-0.04263321995464908,12.570516817838246,0.04263321995464908,0.8222609245677037,276.42400000000004,248.19999999999996,276.220163516,112,0,0.24123346251927633,-0.3242351100107811,0.3242351100107811,0.24123346251927633,1.2,1.8,2.25,2.8685736011754854,422.36618636549065,15.120955864630139,13.493290087468516,13.493290087468516,9.544442517708895,7.657039271487379,7.657039271487379,5.308695396550115,5.308695396550115,3.7764473162031527,3.7764473162031527,2.649100610689614,2.649100610689614,-1.35,23445.721006384592,16.70361930294906,8.052659546017468,4.07094741807237,122.91698433171483,5.316788604006331,0.0,0.0,5.907179729351506,0.0,0.0,9.694446914922299,0.0,0.0,0.0,38.970312804456704,50.9055334404524,5.687386274683562,6.041840829147961,4.794537184071822,11.594566004035068,0.0,4.899909730850478,0.0,53.50217007345309,18.406301415831482,29.32600418877882,0.0,0.0,5.316788604006331,5.687386274683562,0.0,0.0,29.938443101175096,4.794537184071822,13.847474399381248,44.73975782831788,18.19910120538483,0.0,0.0,0.0,32.34,0.0,4.794537184071822,0.0,11.949020558499466,0.0,42.74544531575472,0.0,0.0,32.046575604766076,30.98790993392868,0.0,0.0,0.0,14.823433484504914,3.1221022297808014,3.1962848534475525,0.11129629629629623,6.048093427185688,1.908347899344923,12.290441809439825,0.0,0.5882352941176471,20,1,3,0,0,0,1,0,1,2,1,3,7,0,0,0,1,3.7524400000000027,86.16270000000006,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Buprenorphine,2476,-0.46,-0.45,CC(C)(C)C(C)(C1CC23CCC1(C4C25CCN(C3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)O,12.194759175275049,-0.9086152053413956,12.194759175275049,0.029393424036281646,0.6867380225667049,467.65000000000026,426.32200000000023,467.3035587919999,186,0,0.16524095502214256,-0.5042466597391788,0.5042466597391788,0.16524095502214256,1.1470588235294117,1.911764705882353,2.588235294117647,1.474172998674526,1056.9457048800475,23.888540578131746,21.48620001324428,21.48620001324428,16.016587629811113,13.553134539386747,13.553134539386747,13.79486419769349,13.79486419769349,11.856819890287957,11.856819890287957,9.580256519994677,9.580256519994677,-1.3,83988563.28399241,21.940390200909402,6.330274445991157,2.250287558095378,203.36547646305274,19.68678069728151,11.70501719873199,11.49902366656781,0.0,0.0,0.0,4.899909730850478,0.0,0.0,0.0,26.83757866753348,81.37696004180205,42.00773325299002,5.601050810983688,19.68678069728151,0.0,0.0,4.899909730850478,22.665793031116344,101.40359946750502,20.199310353102682,23.259637120317212,0.0,11.49902366656781,4.736862953800049,0.0,11.49902366656781,0.0,58.6601837124982,16.57267504612284,22.665793031116344,77.34678151971256,12.13273413692322,0.0,0.0,0.0,62.16000000000001,11.202101621967376,10.213054789681411,0.0,34.01635567538394,11.791352662431866,44.56677056670401,30.513302635158585,0.0,20.099901809429767,31.73748839838396,9.473725907600098,13.455822494121108,0.0,2.821183390022676,23.157680023041,0.7827245002939462,1.8023116522843707,4.460350135424539,7.63507901651886,10.805137723694724,1.829711064598781,0.7931034482758621,34,2,5,5,2,7,1,0,1,5,2,5,4,4,1,5,8,4.413800000000005,130.1996000000001,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Oxprenolol,4631,-0.43,-0.19,CC(C)NCC(COC1=CC=CC=C1OCC=C)O,9.781851300705467,-0.5464255270009242,9.781851300705467,0.23033989984882863,0.6704564525308724,265.35299999999995,242.16899999999995,265.167793596,106,0,0.16114934528189576,-0.4869504520559355,0.4869504520559355,0.16114934528189576,1.263157894736842,1.894736842105263,2.473684210526316,2.4490008122380638,379.4083655141889,14.08757566981053,11.633589185501258,11.633589185501258,9.1302289553358,6.501069944013067,6.501069944013067,4.5741909906463425,4.5741909906463425,2.3987946023461695,2.3987946023461695,1.4539970405321787,1.4539970405321787,-1.52,16163.43454654008,15.537208237986269,8.55914859086795,6.267554887410069,114.59746551170002,19.897041906447136,19.31773031677414,11.49902366656781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.63516432673684,12.13273413692322,12.586597235060536,0.0,14.580253302440804,0.0,0.0,5.316788604006331,0.0,25.993281616277514,19.75852033493841,36.92042406427882,0.0,11.49902366656781,14.790514511606428,0.0,11.49902366656781,0.0,37.01085494667538,0.0,0.0,13.847474399381248,36.92042406427882,0.0,0.0,0.0,50.72,6.103966387748303,5.106527394840706,0.0,6.606881964512918,30.692502866141265,0.0,0.0,6.076020106833881,38.112942673227685,11.895724287604828,9.473725907600098,11.055450312841185,0.0,0.0,12.937754027728325,0.0,1.2910793545813388,7.743533069347012,1.1323283199617973,8.839854915540341,0.0,0.4666666666666667,19,2,4,0,0,0,1,0,1,4,2,4,9,0,0,0,1,1.9891,76.77450000000003,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Didanosine,3043,-0.42,0.06,C1CC(OC1CO)N2C=NC3=C2NC=NC3=O,11.439664981733433,-0.3525878422356594,11.439664981733433,0.015084404132023277,0.7521450742487875,236.231,224.135,236.090940244,90,0,0.3003160299737121,-0.3936764802090397,0.3936764802090397,0.3003160299737121,1.5294117647058822,2.411764705882353,3.176470588235294,2.0160134417522895,590.4936898575354,11.828062645816686,9.036072383245704,9.036072383245704,8.292024997884273,5.458792390264785,5.458792390264785,4.029407998193112,4.029407998193112,2.978406832971967,2.978406832971967,2.1177086851527527,2.1177086851527527,-1.7300000000000002,16439.15387566651,10.425630003932902,3.935096028973356,1.6331195862845582,96.07932400188179,14.827368869587964,11.875078391502598,5.516700717616262,0.0,0.0,5.559266895052008,9.361636831863176,4.9839785209472085,4.9839785209472085,0.0,0.0,12.841643245852019,0.0,25.365488501790303,9.843390348640755,11.16387793838399,0.0,19.51903521063298,0.0,25.173510804335194,6.606881964512918,23.008444228652912,0.0,0.0,5.559266895052008,0.0,0.0,0.0,37.33641095773491,4.736862953800049,0.0,19.06954441658689,17.449177333600904,0.0,11.16387793838399,0.0,93.03,0.0,4.794537184071822,0.0,24.4980164180481,11.16387793838399,12.841643245852019,6.3273200747645415,10.894419722555895,0.0,14.951935562841626,9.843390348640755,7.405349584278156,0.0,21.974982442050894,9.021015815276728,0.5614290700848246,0.0,0.0,4.18880535084404,0.015084404132023277,0.0,0.5,17,2,7,0,1,1,0,2,2,6,2,7,2,0,1,1,3,-0.21050000000000008,58.37850000000002,0,1,1,0,0,4,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Norbuprenorphine,114976,-0.31,-0.34,C[C@]([C@H]1C[C@@]23CC[C@@]1([C@H]4[C@@]25CCN[C@@H]3CC6=C5C(=C(C=C6)O)O4)OC)(C(C)(C)C)O,11.966629424918116,-0.9099271305744523,11.966629424918116,0.016018518518518654,0.6940770753694785,413.55800000000016,378.27800000000013,413.25660859999994,164,0,0.16524095158496424,-0.5042466597392001,0.5042466597392001,0.16524095158496424,1.1666666666666667,1.9333333333333333,2.6333333333333333,1.6451047294786831,935.8116934609651,21.31962647737941,18.840315804995058,18.840315804995058,14.050261134622325,11.579963771402406,11.579963771402406,11.84746459876694,11.84746459876694,10.383080280448398,10.383080280448398,8.525426595877418,8.525426595877418,-1.3,7508133.286297888,19.390170733210642,5.359507828763274,1.7741371556997974,178.70156767240022,25.00356930128784,11.70501719873199,11.49902366656781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.83757866753348,62.61741074978862,35.46297684707744,5.601050810983688,19.68678069728151,0.0,0.0,5.316788604006331,16.747886984954953,88.56195622165295,13.65455394719011,23.259637120317212,0.0,11.49902366656781,10.05365155780638,0.0,11.49902366656781,0.0,47.215517575735156,16.57267504612284,16.747886984954953,64.50513827386051,12.13273413692322,0.0,0.0,0.0,70.95,11.202101621967376,10.213054789681411,0.0,34.01635567538394,11.791352662431866,38.64886452054262,11.126902983393991,13.176164609739143,6.923737199690624,32.15436727153981,9.473725907600098,13.209677343159488,0.0,0.0,26.605938720395564,0.6577728568279169,0.8873369787729907,4.257227340010077,4.663540958049886,9.334377873834718,1.8007945956160243,0.76,30,3,5,4,2,6,1,0,1,5,3,5,2,3,1,4,7,3.2914000000000025,113.90530000000007,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Clindamycin,2786,-0.3,-0.27,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,12.900963325144875,-1.3619375064202812,12.900963325144875,0.14748488284202543,0.4382730169795818,424.9910000000001,391.7270000000001,424.17987083599996,158,0,0.23721736515719324,-0.3875084408731224,0.3875084408731224,0.23721736515719324,1.3333333333333333,2.0,2.5555555555555554,2.094099659349725,498.3724409623958,20.30060042939172,16.41614327385348,17.98856880079966,12.704815018005775,9.578734509045027,11.303071391235772,7.734255416479905,9.358687649788191,5.630970274445806,6.75701471757682,4.1133872348697516,4.999021620212109,-0.09000000000000008,784871.9832588409,23.191500616007254,10.093723701555763,5.291161799986219,170.32544535771044,25.373233742328495,29.851863922562295,0.0,5.907179729351506,0.0,0.0,9.694446914922299,0.0,0.0,23.36282483962363,13.344558822616634,38.98672765789263,6.544756405912575,17.460769526501647,24.85098232239399,29.27000456897514,0.0,10.216698334856808,5.917906046161393,80.42257271722319,19.84819757210117,0.0,0.0,0.0,5.316788604006331,0.0,0.0,23.36282483962363,93.2875026658892,9.53140013787187,5.917906046161393,33.10993926815928,0.0,0.0,0.0,0.0,102.26000000000002,41.27079261991598,20.11411936859394,0.0,11.949020558499466,5.917906046161393,25.807221274690605,11.761884949391115,13.179506383202028,11.947581713527669,12.240525803696954,16.337802844032566,5.794234216260731,7.548110585943435,14.949648342361638,33.024404647343616,-0.7024930619758367,0.3497252764104317,-0.9336548878810789,-0.09796415605099051,4.7397555003587515,1.9393446483404095,0.9444444444444444,27,4,7,0,2,2,0,0,0,7,4,9,7,0,2,2,2,0.3895000000000021,106.87510000000006,0,3,3,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19,Lidocaine,3676,-0.26,-0.2,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,11.89231859410431,0.06120370370370365,11.89231859410431,0.06120370370370365,0.8489671904749567,234.343,212.16699999999994,234.173213324,94,0,0.23806613187559775,-0.324484604945174,0.324484604945174,0.23806613187559775,1.1764705882352942,1.7058823529411764,2.176470588235294,2.6802676560474934,363.55864155890856,12.836498814253964,11.208833037092342,11.208833037092342,8.078917360319544,6.164591332105107,6.164591332105107,4.276374970349688,4.276374970349688,3.007185260971884,3.007185260971884,1.8408792833076064,1.8408792833076064,-1.35,5511.135253173818,13.713897763578274,6.4012209135305955,3.858200815473424,103.82215798852502,5.316788604006331,0.0,0.0,5.907179729351506,0.0,0.0,9.694446914922299,0.0,0.0,0.0,32.046575604766076,38.06389019460039,5.687386274683562,6.544756405912575,4.794537184071822,11.594566004035068,0.0,4.899909730850478,0.0,27.694948798762496,24.951057821744055,29.32600418877882,0.0,0.0,5.316788604006331,5.687386274683562,0.0,0.0,30.44135867793971,4.794537184071822,13.847474399381248,24.974377382775238,18.19910120538483,0.0,0.0,0.0,32.34,0.0,4.794537184071822,0.0,5.907179729351506,6.544756405912575,29.903802069902703,0.0,0.0,32.046575604766076,24.064172734238056,0.0,0.0,0.0,13.9924574829932,2.9969907407407406,3.167083333333334,0.06120370370370365,6.032499685059208,0.0,10.416431720836481,0.0,0.5,17,1,3,0,0,0,1,0,1,2,1,3,5,0,0,0,1,2.5837400000000006,72.33370000000004,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Clonazepam,2802,-0.23,-0.33,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,11.74134054547745,-0.48887566137566196,11.74134054547745,0.06643439783320737,0.682474275950086,315.716,305.63599999999997,315.04106886,110,0,0.2697570973628335,-0.3238334258325958,0.3238334258325958,0.2697570973628335,1.1818181818181819,1.9545454545454546,2.6818181818181817,2.233599180243165,817.430013234153,15.689869965382487,11.245695200914662,12.001624146933118,10.558550648063802,6.440633646418936,6.818598119428164,4.679853688351675,5.087053815092281,3.2529341739387485,3.582522394978794,2.2599967578887137,2.4852334053314955,-2.7299999999999995,116788.42196198899,14.217519400971987,5.572723046505113,2.5586032534213317,130.14044123411497,5.316788604006331,6.544756405912575,0.0,5.907179729351506,5.687386274683562,0.0,19.901260185473063,0.0,0.0,0.0,29.800041095617345,12.13273413692322,28.28227043405854,16.322382326271935,9.717848232889493,34.59457717172185,0.0,0.0,4.992404732635669,0.0,11.861545009918906,68.72842404513216,0.0,0.0,5.316788604006331,11.374772549367124,0.0,11.600939890232516,23.08693218685245,4.794537184071822,10.114318268765572,11.126902983393991,47.45697421186694,5.022633313741326,0.0,0.0,84.6,4.923311048817671,14.908855452837393,0.0,18.139322409947642,27.54860757458958,0.0,18.19910120538483,24.26546827384644,0.0,10.309193336642,11.600939890232516,0.0,6.196042174071273,26.526502643752977,14.153697387391171,1.9718860229276907,-0.2804105253212392,11.276494472789114,0.0,-0.06643439783320737,0.0,0.06666666666666667,22,1,6,0,1,1,2,0,2,4,1,7,2,0,0,0,3,3.037700000000002,83.68410000000002,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
