,Name,PubChem CID,Observed logFM,Predicted logFM,SMILES,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
21,Flecainide,3356,-0.2,-0.33,C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,12.412735771073162,-4.633711059046106,12.412735771073162,0.015653309099376678,0.6715843719947417,414.346,394.186,414.13781181999997,158,0,0.4220670275888739,-0.4841012148196178,0.4841012148196178,0.4220670275888739,1.0714285714285714,1.75,2.357142857142857,2.106626262239118,657.2732946561475,20.786246282559798,14.751680254511287,14.751680254511287,13.033606621681471,8.581035273521321,8.581035273521321,6.32252562772966,6.32252562772966,3.9108823292702266,3.9108823292702266,2.6362734967846984,2.6362734967846984,-2.17,927019.4935257063,22.12261696447685,9.351688303824279,7.829161513005718,156.92148456816145,20.10730311561276,11.49902366656781,13.213763929025836,0.0,5.907179729351506,12.35259703488695,4.794537184071822,0.0,26.34249028604892,0.0,6.4208216229260096,37.58550085714943,12.586597235060536,5.563451491696996,40.61075337772084,5.907179729351506,0.0,10.633577208012662,0.0,37.65690273281294,26.303276740850986,23.762552697081826,0.0,11.49902366656781,20.10730311561276,26.34249028604892,11.49902366656781,0.0,50.6048943342374,0.0,0.0,29.620453544546844,18.19910120538483,0.0,0.0,0.0,59.59,37.223052526548194,31.137027470120742,0.0,23.899560560041436,0.0,44.00632248007543,0.0,0.0,0.0,20.10730311561276,0.0,83.32700890975106,0.0,12.40812677154195,5.75477945002228,-0.3335796957671959,-1.467204900478709,2.935512581320662,-6.411797775878989,-2.21284534051106,0.0,0.5882352941176471,28,2,5,0,1,1,1,0,1,4,2,11,7,0,1,1,2,3.4407000000000014,87.51690000000005,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Nevirapine,4463,-0.17,-0.16,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4,12.403475056689343,-0.11703703703703683,12.403475056689343,0.11703703703703683,0.861716125086419,266.30400000000003,252.19199999999998,266.116761068,100,0,0.259040848923194,-0.3184743028957275,0.3184743028957275,0.259040848923194,1.2,2.0,2.8,2.001838909708102,708.7697433173412,13.689869965382487,11.12820425447459,11.12820425447459,9.75402019542349,6.766994855590684,6.766994855590684,5.256326351105966,5.256326351105966,3.777533228333562,3.777533228333562,2.607004373620301,2.607004373620301,-2.43,110375.65615940165,11.401137803518536,4.030422454929436,1.5916576426488964,116.21205950623377,10.216698334856808,5.817862777835028,5.817862777835028,0.0,5.907179729351506,0.0,4.794537184071822,9.967957041894417,0.0,0.0,0.0,43.52793314262446,18.435527972374114,11.250837766380558,4.794537184071822,23.230291559705122,0.0,9.967957041894417,0.0,25.807221274690605,10.216698334856808,41.71969133200497,0.0,0.0,10.216698334856808,17.323111830353618,0.0,0.0,21.916977600393885,0.0,6.923737199690624,28.763083413317833,30.59278834861098,0.0,0.0,0.0,58.120000000000005,0.0,4.794537184071822,0.0,5.907179729351506,17.423155098679985,29.910343790067607,0.0,18.460054211687762,19.056471336613843,20.184655376751223,0.0,0.0,0.0,23.423495842781556,2.9763888888888888,2.417598261526833,1.399305555555556,5.908469387755101,5.726640211640211,1.9814351851851852,0.0,0.26666666666666666,20,1,5,1,1,2,0,2,2,4,1,5,1,1,0,1,4,2.6512200000000004,76.32520000000002,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
23,Remifentanil,60815,-0.14,-0.33,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC,12.834318004609763,-1.036744142101285,12.834318004609763,0.1161011455776062,0.6777330392394071,376.45300000000015,348.2290000000001,376.1998219959999,148,0,0.33177167951935155,-0.46896010804419336,0.46896010804419336,0.33177167951935155,1.0740740740740742,1.7037037037037037,2.2222222222222223,2.26881902206893,653.5957338215269,19.863596551749424,16.272167457573197,16.272167457573197,12.97872948234613,9.238624944470436,9.238624944470436,6.609190868320632,6.609190868320632,5.102682443395764,5.102682443395764,3.572015622653376,3.572015622653376,-2.41,1016271.5006639081,20.89651383122284,9.503956212463427,4.657355909163623,159.7660856670721,14.373635638450576,5.538925252383345,0.0,5.907179729351506,0.0,11.938610575903699,14.48898409899412,4.794537184071822,0.0,0.0,25.122838405075452,24.97437738277524,31.7424771153473,20.640416705481076,23.857337459815565,23.533176579938768,0.0,4.899909730850478,0.0,38.14594894377801,38.75377403114327,30.33183534230805,0.0,0.0,4.899909730850478,5.687386274683562,0.0,0.0,62.13848958878182,23.857337459815565,0.0,32.60702369139466,30.33183534230805,0.0,0.0,0.0,76.15000000000002,11.508230540335195,14.383611552215466,0.0,11.876485017303356,51.004941984125324,0.0,14.219595082555067,11.823646930541102,30.33183534230805,9.636772684650527,4.736862953800049,9.802870183694655,0.0,40.748696423482976,0.0,-0.34437306545666957,-0.7756858926740773,9.24164441894285,1.4867741154848835,3.5323157934738028,2.7244246897182505,0.55,27,0,7,0,1,1,1,0,1,6,0,7,7,0,1,1,2,2.0002999999999997,101.27300000000007,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Ethambutol,3279,-0.12,-0.13,CCC(CO)NCCNC(CC)CO,8.903974867724868,0.18820074326026703,8.903974867724868,0.18820074326026703,0.3896708755641931,204.314,180.12199999999999,204.183778008,86,0,0.05840349110550407,-0.394756541371097,0.394756541371097,0.05840349110550407,0.8571428571428571,1.2142857142857142,1.4285714285714286,3.3484664662044645,100.68962577754574,10.811554787871634,9.291768416498455,9.291768416498455,6.7779168675293695,5.4641193066383975,5.4641193066383975,3.483740093179052,3.483740093179052,2.4173970390201447,2.4173970390201447,1.2285593269768238,1.2285593269768238,-0.16,1217.4544478876123,13.84,9.3971519262254,6.31745947791719,86.71192192900713,20.846631997694075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.847474399381248,12.841643245852019,25.17319447012107,13.213763929025836,10.213054789681411,0.0,0.0,10.633577208012662,0.0,38.77279930352919,26.303276740850986,0.0,0.0,0.0,10.633577208012662,0.0,0.0,0.0,48.600013188828314,0.0,0.0,26.689117645233267,0.0,0.0,0.0,0.0,64.52,0.0,0.0,0.0,25.297445587321757,0.0,25.93115605767717,0.0,0.0,13.847474399381248,10.633577208012662,10.213054789681411,0.0,0.0,0.0,24.264945200302343,0.0,0.0,0.40000566893423994,1.876401486520534,6.125314310909549,0.0,1.0,14,4,4,0,0,0,0,0,0,4,4,4,9,0,0,0,0,-0.292599999999999,58.33500000000005,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25,Nifedipine,4485,-0.11,-0.24,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,12.340656651549509,-0.9696759259259264,12.340656651549509,0.1275925925925927,0.5055052971214054,346.3390000000001,328.1950000000001,346.11648629599995,132,0,0.33597830173148835,-0.4655800306723669,0.4655800306723669,0.33597830173148835,1.04,1.52,1.96,2.803490087611988,771.1110283918142,18.72325016020209,14.283454684231268,14.283454684231268,11.82780492029403,7.415124004249607,7.415124004249607,5.434451728861826,5.434451728861826,4.01543539399127,4.01543539399127,2.9639806125237667,2.9639806125237667,-3.16,291739.89613473933,18.18259494971491,7.163418786222467,3.232043293699175,143.8137017251711,14.790514511606428,0.0,0.0,0.0,5.687386274683562,11.938610575903699,10.114318268765572,9.589074368143644,0.0,0.0,18.19910120538483,13.847474399381248,23.023897186270272,36.20702123767266,23.98611132456141,17.625996850587264,0.0,5.316788604006331,0.0,19.76538044554264,14.219595082555067,62.48352572055921,0.0,0.0,5.316788604006331,5.687386274683562,0.0,0.0,31.08151670727644,19.06280027574374,10.114318268765572,25.328831937239634,46.80575596009664,0.0,0.0,0.0,107.77,22.77982767088276,19.703392636909214,0.0,22.39704682651909,11.394078626111666,0.0,32.418696287939895,19.913841467842857,0.0,5.316788604006331,9.473725907600098,9.655559334845048,0.0,35.57659005731922,14.391040406903503,1.1918650793650805,-2.3269831821617544,5.96895667989418,0.0,3.288860544217687,2.4207777462836986,0.29411764705882354,25,1,8,0,1,1,1,0,1,7,1,8,4,0,0,0,2,2.1756,88.40510000000003,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Acebutolol,1978,-0.1,-0.19,CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C,11.822072695622479,-0.670239188204105,11.822072695622479,0.08486161150257487,0.5710137425129463,336.4320000000001,308.208,336.20490737599994,134,0,0.22385845251294295,-0.49007957401745683,0.49007957401745683,0.22385845251294295,1.2916666666666667,2.0,2.5833333333333335,2.7300914999194297,557.949784082855,18.11251969619286,14.887136937585868,14.887136937585868,11.328606258093465,8.321366148025241,8.321366148025241,6.093077728728182,6.093077728728182,3.3126242824908747,3.3126242824908747,2.0759200164706675,2.0759200164706675,-1.9200000000000002,131163.9839691785,20.125289855072463,10.050998753143157,7.103162169389493,143.14125604126278,20.476967556653413,18.460360185545127,5.783244946364939,5.907179729351506,0.0,0.0,9.589074368143644,0.0,0.0,0.0,20.771211599071872,31.54366002800146,24.69480513267011,5.563451491696996,19.4324647167844,17.377810950400008,0.0,5.316788604006331,0.0,52.68239926151078,18.468426974431825,23.762552697081826,0.0,5.749511833283905,15.37044016181271,5.687386274683562,5.749511833283905,0.0,42.09439765787891,4.794537184071822,0.0,50.89458072038333,18.19910120538483,0.0,0.0,0.0,87.66,6.103966387748303,14.69560176298435,0.0,24.339147469377323,29.965927628503046,6.4208216229260096,6.923737199690624,18.19910120538483,20.771211599071872,10.633577208012662,4.736862953800049,5.576467387881079,0.0,23.47522497492163,15.766018602858498,0.9456853222234718,0.15446815558641358,5.205845560646315,0.5218187289576668,7.854471266924925,0.0,0.5555555555555556,24,3,6,0,0,0,1,0,1,5,3,6,10,0,0,0,1,2.3655,94.62470000000005,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Clonidine,2803,-0.05,-0.13,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl,5.978227198286721,0.5915740740740745,5.978227198286721,0.5915740740740745,0.7764264211073744,230.09799999999998,221.02599999999998,229.01735264799999,74,0,0.19550187313429804,-0.3542539915323884,0.3542539915323884,0.19550187313429804,1.2857142857142858,2.0,2.5714285714285716,2.229635583266151,356.0698580865507,9.966255326250886,7.349406911460385,8.861264803497294,6.770856947829098,4.26536936322561,5.021298309244066,2.8787628582036415,3.693163111684853,1.8803299545141319,2.5102707428628444,1.2172706962057955,1.7092064959239035,-0.9299999999999997,2573.3051524688713,9.6183800411083,4.067252415616685,1.9375565261202397,92.1219776159971,10.633577208012662,0.0,5.959554568743835,0.0,0.0,0.0,4.992404732635669,0.0,0.0,0.0,29.268246848926644,12.13273413692322,6.544756405912575,22.27740930807879,0.0,34.84882062389243,0.0,5.316788604006331,4.992404732635669,0.0,18.406301415831482,28.244367832867482,0.0,0.0,10.633577208012662,5.687386274683562,0.0,23.20187978046503,19.049067380568985,0.0,0.0,0.0,23.191505938020498,10.045266627482652,0.0,0.0,36.42,0.0,0.0,0.0,0.0,15.732652902166215,19.049067380568985,0.0,18.19910120538483,0.0,15.62598194064833,23.20187978046503,0.0,11.956454396573442,4.190346434870245,7.3166701310153694,0.6981327160493831,0.7222222222222225,5.371322908793147,0.0,1.6337400793650794,0.0,0.2222222222222222,14,2,3,0,1,1,1,0,1,3,2,5,1,0,0,0,2,2.3645000000000005,60.389400000000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Ticarcillin,5471,-0.04,-0.13,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CSC=C3)C(=O)O)C(=O)O)C,12.413533320735702,-1.400200039892501,12.413533320735702,0.34856104864785475,0.5000831278778665,384.4350000000001,368.3070000000002,384.0449782319999,134,0,0.3273993847027013,-0.48039845298335093,0.48039845298335093,0.3273993847027013,1.32,2.0,2.52,1.7671216934608434,747.2125440256156,18.516143379015546,13.332582413610435,14.965575575465888,11.647571592645157,7.429688558110449,9.252150410947406,6.4123388504060355,8.963257304125928,4.358347382116034,6.631343871179008,3.22735648450223,5.538807778522389,-2.07,330222.7582531646,17.743396644177704,6.025297123083352,2.7846049474565744,150.74182912495644,20.42975312453822,17.45755447126466,5.917906046161393,11.814359458703011,0.0,11.938610575903699,14.383611552215466,4.794537184071822,11.336785877934737,11.761884949391115,0.0,36.237418500471684,4.747022453217559,0.0,29.3912035259687,46.85164086193256,0.0,10.216698334856808,0.0,41.96995737002486,0.0,22.389944101090435,0.0,0.0,5.316788604006331,0.0,0.0,23.098670827325854,61.07051147962081,19.178148736287287,0.0,25.328831937239638,16.82649260939344,0.0,0.0,0.0,124.01,51.87545300525032,29.3912035259687,0.0,0.0,5.563451491696996,0.0,27.99858055817633,30.67396700877469,0.0,5.316788604006331,0.0,-0.7031795634920635,2.562334639166349,48.92110652906964,23.921134487222602,0.34856104864785475,-5.07934666671612,-0.34431127199119715,0.0,3.4570341314262674,0.0,0.4666666666666667,25,3,8,0,2,2,0,1,1,6,3,10,5,0,2,2,3,0.5479999999999997,90.35430000000005,2,0,0,0,0,0,0,0,2,2,4,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
29,Lamivudine,3877,-0.03,0.17,C1C(OC(S1)CO)N2C=CC(=NC2=O)N,11.442129157218442,-0.4313057445200299,11.442129157218442,0.057224033131770824,0.7038615838122525,229.261,218.17299999999997,229.052112212,82,0,0.35114912918772,-0.39275837743683834,0.39275837743683834,0.35114912918772,1.8,2.6,3.2,2.204299752254941,408.36352218380654,10.836498814253963,7.867350566212688,8.683847147140416,7.202708600407234,4.4305321832250755,5.479286973205732,3.078449863232955,4.2708999529628295,2.044408921108563,3.153980306320946,1.3300631676724364,2.260750879073291,-1.05,3818.107941542383,10.467220165322534,4.213446893102682,2.137865937402115,90.06690967616711,15.577057825802939,17.48176232013898,0.0,0.0,0.0,5.689743398203474,4.567099647791355,4.794537184071822,4.9839785209472085,11.761884949391115,0.0,6.06636706846161,11.949697178359866,6.606881964512918,9.843390348640755,17.57974772722614,0.0,9.551078168738563,0.0,11.663899542303952,18.09340304842189,22.74749122234998,0.0,0.0,11.423410875365658,5.817862777835028,0.0,11.761884949391115,32.45333950640806,4.736862953800049,0.0,6.22790117073487,17.057747824146507,0.0,0.0,0.0,90.36999999999999,5.689743398203474,4.794537184071822,0.0,24.0886442846519,5.752853606746789,0.0,16.32898459718247,12.263210640074686,0.0,4.9839785209472085,15.577057825802939,6.786462585034014,1.467232379062736,15.044570105820105,8.87527893256068,4.6734825365331325,0.8167649544385658,1.543352229780801,1.183413643235071,-0.057224033131770824,0.0,0.5,15,3,6,0,1,1,0,1,1,7,2,7,2,0,1,1,2,-0.5941000000000001,56.36320000000001,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30,Chlorpyrifos,2730,-0.01,-0.2,CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,5.9376562106324,-2.918478835978836,5.9376562106324,0.05212962962963008,0.5483413192652408,350.5909999999999,339.50299999999993,348.926283882,102,0,0.38135594339529894,-0.4039620319976707,0.4039620319976707,0.38135594339529894,1.1666666666666667,1.7222222222222223,2.2222222222222223,3.006125183376143,464.6162368766505,13.759148545064338,9.65287760344577,13.63158821342878,8.414832660707777,5.017495294338299,8.707427315056757,2.922028581870719,7.029481865631415,1.6272346318388393,4.972432894378645,1.0046270716835448,3.5945294102959977,0.38999999999999985,6946.3582813383655,16.44437737901033,7.246563253264823,4.494247868158743,125.74118203040851,4.5237471617118175,5.022633313741326,5.153109816892792,5.879988336435371,0.0,6.718607232363179,9.047494323423635,0.0,4.9839785209472085,0.0,34.802819670697545,19.913841467842857,11.806856088638648,18.23639724276716,13.571241485135452,53.328282991699375,0.0,4.9839785209472085,0.0,13.847474399381248,13.213763929025836,21.264743512837054,0.0,5.879988336435371,4.5237471617118175,0.0,5.879988336435371,41.52142690306073,18.197742449973045,20.85435041206228,0.0,13.847474399381248,6.06636706846161,15.198376444375445,0.0,0.0,40.58,6.718607232363179,0.0,0.0,21.078364780810816,13.213763929025836,0.0,6.06636706846161,13.847474399381248,0.0,4.9839785209472085,60.18091724447165,16.056113473167045,22.67465017076789,3.9021974993701183,0.49887303686907014,0.0,0.05212962962963008,1.421966805240615,0.0,1.3662916071778506,0.0,0.4444444444444444,18,0,4,0,0,0,0,1,1,5,0,9,6,0,0,0,1,4.718100000000002,77.43200000000002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31,Indomethacin,3715,-0.01,-0.26,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,12.987203404509954,-0.9547112899593053,12.987203404509954,0.17023930251112795,0.7678065120522065,357.7930000000002,341.66500000000013,357.0767856719999,128,0,0.3074078016334054,-0.49674295951740394,0.49674295951740394,0.3074078016334054,1.16,1.84,2.44,2.232371733378278,973.2479304430422,18.137463722575188,13.745695200914664,14.501624146933118,11.917922655570505,7.62053801160924,7.998502484618467,5.665014130168133,6.1014499106401185,4.164153695808131,4.416130011147616,2.9470046898945004,3.072992847564243,-2.7899999999999996,468921.44290781184,17.04669994118993,6.607181634243952,3.1046664994872564,148.94809374556095,9.843390348640755,5.749511833283905,0.0,0.0,5.907179729351506,5.969305287951849,14.156174015934997,0.0,0.0,0.0,11.600939890232516,54.95175817061889,21.66623701475158,19.047319881819803,19.432464716784395,34.380349839616926,0.0,4.567099647791355,0.0,13.344558822616634,7.109797541277533,64.30803377121505,0.0,5.749511833283905,4.736862953800049,0.0,5.749511833283905,11.600939890232516,28.659909601212945,11.21535880699783,6.923737199690624,21.615368162314272,42.46456947923127,5.022633313741326,10.902924932081056,0.0,68.53,5.969305287951849,14.69560176298435,0.0,12.328001352277514,38.49590105734874,0.0,4.567099647791355,56.49810422019942,0.0,0.0,16.337802844032566,6.771390964635012,5.886218622440132,24.25277154793659,10.472007186275013,2.324916339478179,-0.5832270646754762,11.866282421404776,-0.17023930251112795,1.7485792845944963,1.5424111115335168,0.15789473684210525,25,1,5,0,0,0,2,1,3,4,1,6,4,0,0,0,3,3.9273200000000026,95.74730000000005,1,0,0,0,0,1,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
